user,churn,age,deposits,withdrawal,purchases_partners,purchases,cc_taken,cc_recommended,cc_disliked,cc_liked,cc_application_begin,app_downloaded,web_user,app_web_user,ios_user,android_user,registered_phones,waiting_4_loan,cancelled_loan,received_loan,rejected_loan,left_for_two_month_plus,left_for_one_month,reward_rate,is_referred,R,na,Monthly,Semi-Monthly,Weekly,na_payment_type,credit_score
48734,0,50.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.0699999999999999,0,1,0,0,0,0,1,542.0
50530,0,24.0,4,1,20,4,0,36,0,0,13,1,0,0,0,1,0,0,0,0,0,0,0,0.19,0,1,0,0,0,1,0,516.0
24576,0,50.0,39,0,57,39,0,228,0,0,66,1,1,1,1,0,3,0,0,0,0,1,1,1.7,1,1,0,0,0,0,0,566.0
2867,1,39.0,0,0,13,0,0,93,0,0,3,1,1,1,0,1,3,0,0,1,0,0,0,1.1,0,1,0,1,0,0,0,578.0
54847,0,40.0,0,0,0,0,0,128,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,1.77,0,0,1,0,0,1,0,529.0
41717,0,22.0,1,0,44,1,0,144,0,0,3,1,1,1,0,1,0,0,0,0,0,0,0,1.0699999999999998,1,0,1,0,0,0,0,624.0
14201,0,27.0,0,0,0,0,0,209,0,0,15,1,1,1,0,1,2,0,0,0,0,0,0,1.93,1,0,1,0,0,0,0,494.0
50407,0,25.0,1,0,0,1,0,64,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,1.13,0,1,0,0,0,0,0,494.0
38114,0,48.0,0,0,80,0,0,255,0,0,16,1,1,1,1,0,0,0,0,0,0,0,0,1.87,1,1,0,0,0,0,1,473.0
60122,1,30.0,0,0,0,0,0,12,0,0,2,1,1,1,1,0,2,0,0,0,0,0,0,2.0,0,0,1,0,0,1,0,460.0
46045,1,27.0,0,0,0,0,0,12,0,0,3,1,0,0,1,0,2,0,0,0,0,0,0,0.53,0,1,0,0,0,0,0,623.0
53711,0,44.0,3,1,13,3,0,38,0,0,10,1,0,0,0,1,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,1,450.0
14176,0,52.0,15,6,37,15,0,152,0,0,28,1,1,1,1,0,0,0,0,0,0,0,0,1.5699999999999998,1,0,1,0,0,1,0,660.0
54313,1,29.0,0,0,8,0,0,5,0,0,0,1,1,1,0,1,2,0,0,0,0,1,0,0.3,1,0,1,0,0,0,0,526.0
11814,1,23.0,0,0,0,0,0,84,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0.83,0,0,1,1,0,0,0,491.0
41063,1,21.0,0,0,0,0,0,65,0,0,5,1,1,1,0,1,0,0,0,1,0,0,0,1.23,0,1,0,1,0,0,0,704.0
1113,0,30.0,1,1,76,1,0,177,0,0,17,1,1,1,0,1,2,0,0,0,0,0,0,1.5699999999999998,0,1,0,0,0,0,1,512.0
27261,0,25.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0,526.0
9802,0,35.0,0,0,4,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.43,0,0,1,0,0,0,0,520.0
16313,0,27.0,0,0,0,0,0,46,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1.03,1,1,0,0,0,0,0,564.0
20454,1,27.0,0,0,0,0,0,180,0,0,25,1,1,1,0,1,0,0,0,0,0,0,0,2.23,0,1,0,0,0,0,0,513.0
21372,1,23.0,0,0,8,0,0,64,0,0,4,1,0,0,1,0,0,0,0,0,0,1,0,0.7,1,1,0,0,0,0,1,532.0
13369,1,26.0,7,2,13,7,0,32,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0,535.0
3005,0,33.0,25,2,64,24,0,218,0,0,28,1,0,0,0,1,0,0,0,0,0,0,0,1.53,1,1,0,0,1,0,0,506.0
20319,0,34.0,4,1,39,4,0,126,0,0,16,1,1,1,0,1,0,0,0,0,0,0,0,1.4,1,1,0,0,0,0,0,523.0
43057,1,37.0,0,0,40,0,0,100,0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0.5700000000000001,1,0,1,0,1,0,0,454.0
47961,0,27.0,0,0,31,0,0,76,0,0,2,1,1,1,1,0,0,0,1,0,0,1,0,0.73,0,0,1,1,0,0,0,468.0
16335,0,31.0,0,0,4,0,0,101,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,1.3,0,0,1,0,0,0,0,522.0
28982,0,48.0,0,0,0,0,0,123,0,0,13,1,1,1,1,0,2,0,0,0,0,1,0,1.53,0,0,1,1,0,0,0,609.0
68857,1,39.0,2,0,8,2,0,5,0,0,2,1,0,0,1,0,2,0,0,0,0,0,0,0.4,0,1,0,0,0,0,0,548.0
10976,0,42.0,19,0,22,19,0,71,0,0,9,1,1,1,0,1,0,0,0,0,0,0,0,0.73,0,0,1,0,0,1,0,494.0
19439,0,22.0,0,0,84,0,0,171,0,0,6,1,1,1,0,1,2,0,0,0,0,0,0,1.63,0,1,0,0,0,0,1,502.0
19773,0,32.0,1,2,1067,1,0,305,0,0,61,1,1,1,1,0,0,0,1,0,0,0,0,2.0,1,0,1,0,0,0,1,520.0
65324,1,54.0,2,0,2,2,0,5,0,0,0,1,1,1,0,1,2,0,0,0,0,0,0,0.33,0,0,1,0,0,1,0,548.0
20158,1,34.0,0,0,5,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.03,0,0,1,1,0,0,0,413.0
6027,0,41.0,0,0,0,0,0,16,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0.63,0,0,1,0,0,0,0,485.0
15338,0,34.0,5,0,98,5,0,255,0,0,28,1,1,1,1,0,0,0,0,0,0,1,0,1.87,1,1,0,0,0,0,0,513.0
17666,0,33.0,12,0,40,12,0,65,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0.77,0,0,1,0,0,0,0,513.0
18747,1,31.0,11,0,33,11,0,67,0,0,13,1,1,1,1,0,0,0,0,0,0,0,0,0.9,1,1,0,0,0,0,1,420.0
69557,1,32.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,1,591.0
10629,1,41.0,0,0,0,0,0,15,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.1,1,0,1,0,1,0,0,544.0
41229,0,21.0,0,0,0,0,0,206,0,0,22,1,1,1,0,1,0,0,0,1,0,1,0,2.2,1,1,0,0,0,0,0,589.0
67342,0,47.0,0,0,4,0,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.29,1,0,1,0,0,0,1,616.0
59266,1,30.0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1.0,1,0,1,0,0,1,0,552.0
57353,0,32.0,0,0,0,0,1,113,0,0,3,1,1,1,1,0,2,0,0,0,0,0,0,1.33,0,1,0,0,0,0,0,510.0
22410,0,33.0,0,0,108,0,0,181,0,0,23,1,1,1,0,1,0,0,0,0,0,1,0,1.47,1,1,0,0,0,0,0,572.0
68002,0,22.0,0,0,19,0,0,8,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.2,0,0,1,0,0,0,0,475.0
60094,0,41.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,1,510.0
63662,0,66.0,0,0,13,0,0,16,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0.45,0,0,1,1,0,0,0,566.0
2846,0,26.0,14,7,77,14,0,148,0,0,21,1,1,1,0,1,2,0,0,0,0,1,0,1.4,1,1,0,0,0,0,0,498.0
59968,0,65.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,604.0
13769,1,21.0,0,0,47,0,0,140,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,1.4,0,0,1,0,0,0,1,441.0
18852,0,23.0,0,0,4,0,0,31,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,1,427.0
48499,1,26.0,0,0,0,0,0,28,0,0,4,1,0,0,0,1,0,0,1,0,0,0,0,0.0,0,0,1,0,0,0,0,608.0
49929,0,25.0,2,1,23,2,0,34,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0.4,0,0,1,0,0,0,1,640.0
22716,0,54.0,0,0,0,0,0,95,0,0,28,1,1,1,1,0,0,0,0,0,0,0,0,0.73,1,0,1,0,0,0,0,550.0
62070,1,25.0,0,0,3,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0.33,1,0,1,0,1,0,0,549.0
8032,0,23.0,0,0,44,0,0,99,0,0,4,1,1,1,0,1,0,0,0,0,0,0,0,0.53,0,1,0,0,0,0,0,568.0
8312,1,45.0,0,0,0,0,0,37,0,0,1,1,1,1,1,1,2,0,0,0,0,0,0,0.5,0,1,0,0,0,0,0,530.0
55068,1,47.0,0,0,0,0,0,10,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0.27,0,1,0,0,0,0,0,580.0
57943,0,28.0,0,0,65,0,0,222,0,0,6,1,1,1,0,1,0,0,0,0,0,0,0,1.83,1,1,0,1,0,0,0,523.0
35597,0,33.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,582.0
18702,0,21.0,0,0,24,0,0,36,0,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0.27,0,0,1,0,1,0,0,553.0
18314,0,40.0,0,0,0,0,0,174,2,0,17,1,1,1,1,0,0,0,0,0,0,0,0,1.53,1,1,0,0,0,0,0,537.0
30223,1,32.0,1,0,0,1,0,13,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.0699999999999999,1,0,1,0,0,1,0,553.0
63578,0,28.0,0,0,4,0,0,10,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0.11,0,0,1,0,0,0,0,554.0
44558,0,45.0,0,0,0,0,0,239,0,0,8,1,1,1,1,0,0,0,0,0,0,0,0,1.73,0,1,0,0,0,0,1,545.0
13634,1,31.0,0,0,0,0,0,226,0,0,11,1,0,0,1,0,0,0,0,0,0,1,0,2.4,0,1,0,0,0,0,0,537.0
58140,1,37.0,0,0,0,0,0,31,0,0,7,1,1,1,1,0,2,0,1,0,0,0,0,1.17,0,1,0,0,0,0,0,512.0
67675,0,37.0,0,0,21,0,0,52,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.76,0,0,1,0,0,0,1,498.0
30899,0,28.0,0,0,0,0,0,55,0,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0.87,1,1,0,1,0,0,0,474.0
20516,0,26.0,0,0,0,0,0,72,0,0,3,1,1,1,0,1,0,0,0,0,0,1,0,1.27,0,1,0,0,1,0,0,548.0
60073,1,19.0,0,0,15,0,0,30,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0.3,0,0,1,0,0,1,0,544.0
9441,0,43.0,4,1,141,4,0,196,0,0,7,1,1,1,1,0,0,0,0,0,0,1,0,0.87,0,1,0,1,0,0,0,516.0
29221,0,39.0,0,0,0,0,0,119,0,0,11,1,0,0,1,0,2,0,0,0,0,0,0,1.1,0,1,0,0,0,1,0,592.0
36731,0,24.0,0,0,40,0,0,174,0,0,6,1,1,1,0,1,0,0,0,0,0,0,0,1.63,0,1,0,0,0,1,0,561.0
36528,1,36.0,0,0,0,0,1,176,0,0,13,1,1,1,1,0,0,0,0,0,0,0,0,1.93,0,0,1,0,0,1,0,604.0
9877,0,32.0,0,0,0,0,0,137,0,0,13,1,1,1,1,0,2,0,0,0,0,0,0,1.83,0,1,0,0,1,0,0,594.0
10435,0,26.0,1,0,41,1,0,102,0,0,3,1,1,1,0,1,0,0,0,0,0,0,0,0.93,1,0,1,0,1,0,0,517.0
27309,0,36.0,24,1,129,23,0,299,0,0,6,1,1,1,0,1,0,0,0,0,0,1,0,2.23,0,1,0,1,0,0,0,607.0
31449,1,30.0,4,3,81,4,0,182,0,0,23,1,1,1,1,0,0,0,0,0,0,1,0,0.5700000000000001,1,1,0,0,1,0,0,477.0
32667,1,29.0,1,0,14,0,0,138,0,0,12,1,1,1,0,1,0,0,0,1,0,0,0,1.53,1,0,0,0,0,0,0,543.0
16607,0,33.0,0,0,66,0,0,145,0,0,12,1,1,1,0,1,0,0,0,0,0,0,0,0.63,0,1,0,0,0,0,0,522.0
46848,1,33.0,0,0,19,0,0,55,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.47,0,0,1,0,0,0,0,544.0
51552,0,25.0,0,0,31,0,0,69,0,0,4,1,1,1,0,1,2,0,0,0,0,0,0,0.63,0,0,1,0,0,0,1,628.0
31949,1,28.0,0,0,0,0,0,141,0,0,29,1,1,1,0,1,2,0,0,0,0,1,1,0.77,0,0,1,0,0,0,0,576.0
44055,0,27.0,7,1,12,7,0,40,0,0,16,1,1,1,1,0,0,0,0,0,0,0,0,0.53,1,1,0,0,0,0,0,616.0
29224,0,39.0,0,0,0,0,0,253,0,0,23,1,0,0,0,1,2,0,0,1,0,0,0,2.2,0,1,0,0,1,0,0,592.0
41646,0,21.0,0,0,3,0,0,16,0,0,1,1,1,1,1,1,2,0,0,0,0,0,0,0.13,0,1,0,0,0,0,1,517.0
15579,0,24.0,2,1,21,2,0,42,0,0,5,1,1,1,0,1,3,0,0,0,0,0,0,0.47,0,0,1,0,1,0,0,585.0
28321,0,33.0,13,2,17,13,0,64,0,0,7,1,1,1,0,1,2,0,0,0,0,0,0,0.33,0,1,0,0,0,0,1,516.0
58634,1,40.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.1699999999999999,0,1,0,0,0,0,0,468.0
38889,1,39.0,8,0,70,8,0,226,0,0,7,1,1,1,1,0,0,0,0,0,0,0,0,1.1,0,1,0,0,0,0,1,498.0
46110,1,49.0,0,0,0,0,0,4,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,572.0
49921,1,40.0,0,0,0,0,0,105,0,0,6,1,1,1,1,0,0,0,0,0,0,0,0,1.5699999999999998,0,0,0,0,0,0,0,511.0
42786,1,20.0,8,5,37,8,0,62,0,0,14,1,1,1,0,1,2,0,0,0,0,0,0,0.6,1,1,0,0,0,1,0,442.0
3169,0,29.0,1,0,17,1,0,64,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0.77,0,0,1,0,1,0,0,574.0
5567,0,32.0,0,0,10,0,0,37,0,0,0,1,1,1,1,0,3,0,0,0,0,0,0,0.1699999999999999,0,0,1,0,0,0,1,583.0
18409,0,41.0,0,0,0,0,0,106,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,1.4,0,1,0,0,0,0,1,413.0
58181,1,21.0,0,0,0,0,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.0699999999999999,0,0,1,0,0,0,0,541.0
58980,1,25.0,0,0,5,0,0,5,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0.0699999999999999,0,0,1,0,0,0,0,558.0
26935,1,40.0,0,0,73,0,0,161,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1.37,1,0,1,0,0,0,0,807.0
63500,0,64.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,712.0
54463,0,32.0,10,3,57,10,0,115,0,0,24,1,0,0,0,1,0,0,0,0,0,0,0,0.93,1,0,0,0,0,1,0,556.0
5700,0,31.0,2,0,31,2,0,167,0,0,21,1,1,1,0,1,0,0,0,0,0,0,0,1.63,0,0,1,0,0,0,0,534.0
23163,0,37.0,0,0,114,0,0,183,0,0,10,1,0,0,0,1,0,0,0,0,0,0,0,1.63,1,1,0,0,0,1,0,503.0
54810,1,29.0,0,0,8,0,0,13,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.03,0,1,0,1,0,0,0,515.0
61806,1,59.0,0,0,5,0,0,5,0,0,0,1,1,1,1,0,2,0,0,0,0,0,0,2.0,0,0,0,0,0,0,1,625.0
15893,1,33.0,0,0,37,0,0,84,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0.87,0,0,1,1,0,0,0,553.0
58293,0,35.0,0,0,0,0,0,14,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0.4,0,1,0,0,0,0,0,592.0
20815,0,54.0,7,1,347,7,0,300,0,0,52,1,1,1,0,1,0,0,0,0,0,0,0,2.17,1,1,0,0,0,0,0,502.0
24481,1,25.0,0,0,0,0,0,233,0,0,19,1,1,1,1,1,2,0,0,0,0,0,0,1.4,1,1,0,0,0,0,0,595.0
68880,0,18.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,1,0,0,0,694.0
35432,1,50.0,0,0,0,0,0,173,0,1,42,1,1,1,0,1,2,0,0,0,0,0,0,2.0,0,1,0,0,0,1,0,582.0
38679,1,31.0,0,0,0,0,0,78,0,0,9,1,1,1,1,0,0,0,0,0,0,0,0,1.73,1,1,0,0,0,0,0,588.0
24786,0,21.0,0,0,8,0,0,22,0,0,2,1,0,0,0,1,2,0,0,0,0,0,0,0.1699999999999999,1,0,1,0,0,1,0,554.0
34806,0,27.0,3,0,83,3,0,250,0,0,7,1,1,1,0,1,0,0,0,0,0,0,0,2.07,0,1,0,0,1,0,0,574.0
65784,0,34.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,408.0
15918,0,19.0,0,0,50,0,0,130,0,0,4,1,1,1,0,1,0,0,0,0,0,0,0,1.4,0,1,0,0,0,0,0,529.0
61978,1,22.0,0,0,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.14,0,0,1,0,0,0,0,625.0
18301,0,37.0,11,0,156,11,0,290,0,0,24,1,0,0,1,1,2,0,0,0,0,0,0,2.03,1,1,0,0,0,0,1,565.0
42409,0,27.0,13,3,81,13,0,167,0,0,20,1,1,1,0,1,0,0,0,0,0,0,0,1.33,1,1,0,0,0,0,0,481.0
60486,1,42.0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,532.0
41498,1,38.0,0,0,20,0,0,72,0,0,0,1,1,1,1,0,2,0,0,0,0,0,0,0.77,0,0,1,0,0,1,0,505.0
31886,0,39.0,14,0,74,14,0,194,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,1.9,0,0,1,0,0,0,0,576.0
349,1,30.0,0,0,0,0,0,176,0,0,8,1,0,0,1,0,2,0,0,0,0,1,0,1.33,0,1,0,0,0,0,0,574.0
3334,1,23.0,3,0,88,3,0,131,0,0,15,1,0,0,0,1,0,0,0,0,0,0,0,1.4,1,1,0,0,0,0,0,587.0
52639,0,46.0,3,0,162,3,0,224,0,0,70,1,1,1,1,0,0,0,0,0,0,0,0,2.03,1,0,1,1,0,0,0,493.0
42936,1,37.0,2,3,27,2,0,34,0,0,6,1,0,0,1,0,5,0,0,0,0,0,0,0.43,1,0,1,0,0,0,1,526.0
15048,0,49.0,2,1,66,2,0,153,0,0,13,1,0,0,0,1,2,0,0,0,0,0,0,0.73,1,0,1,0,1,0,0,532.0
64616,1,25.0,0,0,2,0,0,5,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,0,1,0,522.0
34326,0,33.0,6,3,30,6,0,84,0,0,6,1,1,1,1,0,0,0,0,0,0,1,0,0.73,1,0,1,0,0,0,0,471.0
48073,0,25.0,0,0,53,0,0,137,0,0,9,1,0,0,0,1,0,0,0,0,0,0,0,1.33,0,1,0,0,1,0,0,565.0
11869,0,21.0,1,0,48,1,0,85,0,0,7,1,0,0,0,1,0,0,1,0,0,0,0,0.9,1,0,0,0,0,0,0,394.0
52829,0,26.0,0,0,33,0,0,60,0,0,0,1,0,0,1,1,3,0,0,0,0,0,0,1.0699999999999998,0,0,1,1,0,0,0,600.0
11,0,26.0,0,0,206,0,0,304,0,0,27,1,1,1,0,1,0,0,0,0,0,1,0,2.0,1,1,0,0,0,0,0,559.0
120,0,31.0,0,0,149,0,0,308,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,2.0,0,0,0,0,0,1,0,530.0
59732,1,30.0,5,0,9,5,0,25,0,0,8,1,1,1,1,0,2,0,0,0,0,0,0,0.13,1,1,0,0,0,0,0,511.0
67045,0,26.0,2,0,5,2,0,6,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0.0699999999999999,0,1,0,0,1,0,0,499.0
18115,1,24.0,0,0,53,0,0,96,0,0,14,1,1,1,1,0,4,0,0,0,0,0,0,0.93,1,1,0,1,0,0,0,486.0
14718,0,34.0,0,0,145,0,0,143,0,0,15,1,1,1,1,0,0,0,0,0,0,0,0,0.97,0,1,0,1,0,0,0,522.0
14180,0,51.0,15,4,16,15,0,64,0,0,20,1,1,1,1,0,0,0,0,0,0,0,0,0.43,1,1,0,0,0,0,0,480.0
82,0,36.0,16,0,84,16,0,196,0,0,11,1,0,0,0,1,0,0,0,0,0,0,0,1.37,0,1,0,0,1,0,0,648.0
5117,0,30.0,36,0,46,36,0,126,0,0,11,1,1,1,0,1,3,0,0,0,0,0,0,0.9,1,1,0,0,0,1,0,611.0
56210,1,21.0,0,0,1,0,0,7,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,0,1,0,549.0
56985,0,24.0,0,0,14,0,0,21,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0.89,0,0,1,0,0,0,0,506.0
24779,1,42.0,0,0,15,0,0,45,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0,0.6,1,0,1,0,1,0,0,472.0
60825,0,48.0,11,0,19,11,0,65,0,0,4,1,1,1,0,1,0,0,0,0,0,0,0,0.43,0,1,0,0,0,0,1,490.0
43159,0,29.0,0,0,16,0,0,18,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0.8,1,0,1,0,0,0,0,498.0
36841,1,33.0,0,0,47,0,0,102,0,0,4,1,0,0,1,0,2,0,0,0,0,1,0,0.87,1,1,0,0,0,1,0,493.0
31009,0,24.0,0,0,110,0,0,215,0,0,4,1,0,0,1,0,2,0,0,0,0,0,0,1.8,1,1,0,0,0,0,0,525.0
66941,1,27.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,1,0,521.0
22813,1,40.0,0,0,0,0,3,158,0,0,20,1,1,1,1,0,0,0,0,0,0,0,0,0.87,0,0,1,0,0,1,0,533.0
36585,0,26.0,1,0,58,1,0,187,0,0,13,1,0,0,0,1,0,0,0,0,0,0,0,1.33,1,0,0,0,1,0,0,548.0
48010,0,26.0,0,0,49,0,0,95,0,0,5,1,1,1,1,0,0,0,0,0,0,1,0,0.6,1,1,0,0,0,1,0,571.0
32175,0,27.0,0,0,0,0,0,163,0,0,12,1,0,0,0,1,0,0,0,1,0,1,0,1.6,0,1,0,0,0,0,0,593.0
29402,1,22.0,0,0,0,0,1,192,0,0,0,1,1,1,0,1,2,0,0,1,0,1,0,2.27,0,1,0,0,0,0,1,695.0
16666,1,56.0,0,0,0,0,1,236,0,0,43,1,1,1,0,1,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,600.0
37182,0,26.0,4,0,33,4,0,82,0,0,6,1,1,1,0,1,0,0,0,0,0,0,0,0.97,0,0,1,0,0,0,0,540.0
21736,0,32.0,0,0,54,0,0,165,0,0,12,1,1,1,1,0,2,0,0,0,0,0,0,1.17,0,0,1,0,0,1,0,556.0
14768,1,40.0,1,0,29,1,0,76,0,0,6,1,1,1,0,1,0,0,0,0,0,0,0,0.8,1,1,0,0,0,0,1,463.0
37280,1,34.0,0,0,24,0,0,56,0,0,6,1,0,0,1,0,2,0,0,0,0,0,0,0.43,1,1,0,0,0,0,0,528.0
8367,1,27.0,0,0,60,0,0,95,0,0,16,1,1,1,0,1,2,0,0,0,0,1,0,1.1,0,0,1,0,0,0,1,497.0
24296,0,31.0,0,0,4,0,0,224,1,0,14,1,1,1,1,0,0,0,0,0,0,0,0,1.63,0,1,0,0,0,0,0,542.0
4558,0,32.0,55,4,85,54,0,270,0,0,40,1,1,1,1,0,2,0,0,0,0,0,0,2.13,1,1,0,0,0,0,0,512.0
7865,0,19.0,0,0,0,0,0,239,0,0,20,1,1,1,0,1,2,0,0,0,0,0,0,2.23,0,1,0,0,0,0,0,574.0
22484,1,56.0,0,0,0,0,0,99,0,0,10,1,1,1,0,1,2,0,0,0,0,0,0,1.47,0,0,0,1,0,0,0,587.0
35383,1,33.0,1,0,66,1,0,142,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0,0.3,0,1,0,0,0,0,0,498.0
42722,0,31.0,25,0,132,25,0,300,0,0,24,1,1,1,1,0,0,0,0,0,0,0,0,2.23,1,1,0,0,0,0,1,588.0
58970,1,23.0,1,0,5,1,0,5,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0.33,0,0,1,0,0,1,0,627.0
19263,1,30.0,0,0,0,0,0,32,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1.13,0,1,0,0,0,0,0,561.0
1674,1,46.0,5,0,27,5,0,65,0,0,13,1,1,1,0,1,0,0,0,0,0,0,0,0.83,0,0,1,0,0,0,1,556.0
20947,1,25.0,0,0,0,0,0,113,0,0,7,1,1,1,0,1,0,0,0,0,0,1,1,1.7,0,1,0,0,0,0,1,525.0
46146,1,53.0,0,0,1,0,0,5,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0.03,1,0,1,0,0,1,0,562.0
41056,0,32.0,1,1,85,1,0,254,0,0,5,1,1,1,1,0,0,0,0,0,0,0,0,2.13,1,1,0,0,0,0,0,554.0
2707,0,44.0,0,0,0,0,0,170,0,0,16,1,1,1,0,1,0,0,0,0,0,0,0,1.97,0,1,0,0,0,0,0,555.0
53092,0,56.0,60,0,49,58,0,279,0,0,62,1,1,1,0,1,0,0,0,0,0,0,0,2.23,1,1,0,0,1,0,0,519.0
34104,0,29.0,2,0,94,2,0,208,0,0,9,1,1,1,0,1,0,0,0,0,0,1,0,1.97,1,1,0,0,0,0,0,575.0
52189,0,28.0,0,0,6,0,0,21,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0.18,0,0,1,0,0,0,0,559.0
37912,1,24.0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0,1,1,0,0,0,479.0
5672,1,28.0,0,0,58,0,0,210,0,0,8,1,0,0,0,1,0,0,0,0,0,0,0,1.8,1,0,1,0,0,0,1,508.0
64273,1,27.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,552.0
44298,1,28.0,0,0,4,0,0,11,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0.1,0,0,1,0,0,0,1,523.0
714,0,52.0,0,0,0,0,0,139,0,0,12,1,1,1,0,1,0,0,0,0,0,0,1,2.23,0,0,1,0,0,0,0,520.0
68204,1,24.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.0699999999999999,0,0,1,1,0,0,0,489.0
45176,0,26.0,29,0,76,25,0,180,0,0,21,1,1,1,0,1,0,0,0,0,0,1,0,1.37,0,0,1,0,0,0,0,514.0
69444,0,49.0,0,0,6,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.25,0,0,1,0,0,0,0,538.0
23564,0,42.0,0,0,71,0,0,140,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1.67,0,1,0,0,0,0,0,584.0
